# Auto-generated from PAL->USA symbol reconciliation
# 2886 unique VA symbols
# Format: VA SymbolName
0x00100008 _start
0x0022F560 actSt13aElev
0x0022F850 actSt13aCheckChk
0x0022F880 actSt13aChainOK
0x0022F930 actSt13aChainNG
0x00230928 actSt13bMeetAgain
0x00230E90 actSt13bElevUp
0x00231260 actSt13bStoneGirl
0x002313C8 actBossTest
0x00231448 actSt13bConte02Jimaku
0x00231A98 actSt13b2Generator
0x00231AC8 actSt13cInit
0x00231AF8 actSt13cEnd
0x00231C58 actSt13cBmg1Chk
0x00231F18 actSt13cConte04
0x002324E0 actSt13cCageFall
0x002330A0 actSt13cConte05Jimaku
0x00208CC0 actSt13cCageFallEffect
0x00233CC0 actSt13cCageDown
0x00233DE8 actSt13cEnemy
0x00233EE8 actE3St13cSekizo
0x002341F8 actSt13cSleepChk
0x002342F8 actSt13cCageDownSwitch
0x00234368 actSt13cCage1stDownDemo
0x002343B8 actSt13cCageFallReadyChk
0x00234458 actSt13cSekizoJimakuChk
0x00234658 actSt13cGirlCarryAgainChk
0x00234720 actSt13cRescueChk
0x002347D8 actSt13cBukiChk
0x00234910 actSt13dExitR
0x00234AB8 actSt17aDoor
0x00234C08 actSt17aDoorUpChk
0x00234DA8 actSt17aDoorDownChk
0x00235518 actSt17aSekizo
0x00235580 actSt17aHasi
0x002356D0 actLinkTestChk
0x0024E8B0 actSt17aFallChk
0x00235A48 actSt17bCheck
0x00235E98 actSt18aSwitchLUpChk
0x00236478 actSt18aDoorDownChk
0x00236660 actSt18aEnemy2_1
0x002367A8 actSt18aDoor
0x002508E0 actSt19aOri
0x00237638 actSt19aPipe
0x00237B78 actSt20aInit
0x002381C0 actSt20aFenceDownChk
0x00238320 actSt20aFenceUpChk
0x00238480 actSt20aFenceDownChk2
0x00238C18 actSt20aGondolaMain
0x00238E50 actSt22aLightningVolime
0x00238F10 actSt22aIntro
0x00239138 actSt22aIntroChk
0x002393C0 actSt22aIntroSub
0x00239680 actSt24aSword
0x00239750 actSt47aInit
0x00239830 actSt47aSekizo1Chk
0x0023A180 actSt47aEnemy1
0x0023A248 actSt47aTorch
0x0023A2F8 actSt47aSekizo1
0x0023A3B8 actSt47aSekizo2
0x0023A4D8 actSt47aHane1
0x0023AE28 actSt47aExitChk
0x0023AEA0 actSt47aExit2Chk
0x00254CF0 actSt47aHint2OnChk
0x0023B0E8 actSpider
0x0023B170 actDevilLightning
0x0023B200 actSt17aTest
0x0023B2E0 actExplodeChk
0x0023B518 actWave1
0x0023B650 actSpiderChk
0x0023B6B8 actSt17aTestChk
0x0023B728 stageSEtaimatsu
0x0023B8B8 stageSE04eriver
0x0023BAB0 stageSE06ariver
0x0023BC08 stageSE10lstrong2
0x0023BD50 stageSE19ataki
0x0023BF70 stageSE02astrong
0x0023C090 stageSE02ataki
0x0023C0E8 stageSE02atakib
0x0023C148 stageSE03tsuiro
0x0023C180 stageSE03tnotSuiro
0x0023C1C0 stageSE04agate
0x0023C290 stageSE04bstrong
0x0023C2F0 stageSE04ewind
0x0023C380 stageSE04eriverDown
0x0023C430 stageSE06astrong
0x0023C540 stageSE06abirdIn
0x0023C5F0 stageSE06ataimatsu
0x0023C660 stageSE08astrong
0x0023C730 stageSE08astrong2
0x0023C808 stageSE08anoise3
0x0023C890 stageSE08ataimatsu
0x0023C988 stageSE08brail
0x0023CA40 stageSE10lstrong
0x0023CB80 stageSE10rstrong
0x0023CCE0 stageSE13dterrace
0x0023CD20 stageSE13dstrong
0x0023CDD8 stageSE17astrong
0x0023D050 stageSE19astrong
0x0023D0F0 stageSE20astrong
0x0023D1D0 stageSE22astrong
0x0023D420 GetDataFileName
0x0023D468 GetDataFileName2
0x0023D6E8 ObjAction_Mail
0x0023D750 ObjAction_MailCenter
0x0023D848 ObjAction_Init
0x0023D8A8 audioDecCreate
0x0023DA60 audioDecEndPut
0x0023DB80 sendToIOP2area
0x0023DEB0 audioDecSendToIOP
0x0023E088 pcmCallback
0x0023E228 audioDecReset
0x0023E298 audioDecStart
0x0023E330 audioDecPause
0x0023EE28 vblankHandler
0x0023EFB8 loadImage
0x0023EFF8 handler_endimage
0x0023F030 startDisplay
0x0023F080 setDMAscTag
0x00258C30 setGIFtag
0x0023F130 setGIFad
0x00258CB8 setTEXFLUSH
0x002591E8 setCLAMP_1
0x0023F7F0 copy2area
0x0023F928 viBuf_free_buf
0x0023FB20 viBufReset
0x0023FCB8 viBufBeginPut
0x0023FDA0 viBufEndPut
0x0023FDF0 viBufAddDMA
0x00240090 viBufStopDMA
0x00240218 viBufRestartDMA
0x00240600 viBufFlush
0x00240650 viBufModifyPts
0x002407C0 viBufGetTs
0x00240960 viBufDelete
0x00240A20 viBufCount
0x00240A70 viBufPutTs
0x00240BD0 PrintGObjID
0x00240C50 InitCameraGObjs
0x00240D40 CreateGObj
0x00240EA0 CreateGObjByFuncSet
0x00240FC8 MakeBoundingBox
0x002413F0 AllocPObj
0x002418A0 InitPObj
0x00241A20 DrawVObj
0x00241AE8 SetVObjRT
0x00241B28 sceGsResetGraph
0x00241C48 sceGsResetPath
0x00241CB0 sceGsSetDefDispEnv
0x00241F20 sceGsPutDispEnv
0x00241FE0 sceGsSetDefDrawEnv
0x002421C8 sceGsPutDrawEnv
0x002422B0 sceGsSetDefDBuff
0x00242548 sceGsSwapDBuff
0x002425A8 sceGsSyncV
0x00242640 sceGsSyncPath
0x00242CB0 sceGsSetDefStoreImage
0x00242DF0 sceGsExecLoadImage
0x00242F70 sceGsExecStoreImage
0x00243600 sceGsPutIMR
0x002436C8 sceGsGetIMR
0x002436E8 sceGszbufaddr
0x0025D5C0 sceVu0DivVector
0x00243C78 sceVu0RotMatrixZ
0x00243E70 sceVu0RotMatrix
0x00243EE8 sceVu0CameraMatrix
0x00243F98 sceVu0NormalLightMatrix
0x00244058 sceVu0LightColorMatrix
0x002440C0 sceVu0ViewScreenMatrix
0x002441C8 sceVu0DropShadowMatrix
0x0025DF50 sceVu0CopyVectorXYZ
0x00244598 sceVpu0Reset
0x0025E150 memclr
0x00244658 sceDmaReset
0x00244980 sceDmaSend
0x00244A58 sceDmaSendN
0x00244C28 sceDmaRecv
0x00244ED0 sceDmaSync
0x00244F98 sceDmaWatch
0x00245120 sceVif1PkCnt
0x002451D0 sceVif1PkOpenDirectCode
0x00245318 sceVif1PkAlign
0x002453D0 VSync
0x00245410 VSync2
0x00245470 write
0x002454F0 read
0x002455A8 sbrk
0x0025F1B8 fstat
0x00245680 kill
0x002457A0 sceTtyHandler
0x00245938 sceTtyWrite
0x00245A88 sceTtyRead
0x00245B58 sceTtyInit
0x00245C18 sceSifInitRpc
0x00245DE0 _sceRpcGetPacket
0x00245ED8 _sceRpcGetFPacket2
0x00245F18 _request_end
0x00245FD0 _request_rdata
0x00246030 sceSifGetOtherData
0x002461D8 _request_bind
0x00246288 sceSifBindRpc
0x00246458 sceSifCallRpc
0x00246688 sceSifSetRpcQueue
0x00246720 sceSifRegisterRpc
0x002467F0 sceSifRemoveRpc
0x00246888 sceSifRemoveRpcQueue
0x00246918 sceSifGetNextRequest
0x00246970 sceSifExecRequest
0x00246B38 sceSifRpcLoop
0x00246B78 _sceFsIobSemaMK
0x00246BD8 new_iob
0x00246C60 get_iob
0x00246CD0 _sceFs_Rcv_Intr
0x00247088 _sceFsSemInit
0x00247108 _sceFsSigSema
0x00247118 sceFsInit
0x002472B8 _fs_version
0x00247348 sceFsReset
0x00247380 sceOpen
0x00247608 sceClose
0x00247788 sceLseek
0x002479C0 sceRead
0x00247C30 sceWrite
0x00247EF0 sceIoctl
0x00248240 sceIoctl2
0x00248418 _sceCallCode
0x002485E0 sceMkdir
0x002487B0 sceFormat
0x00248A20 sceAddDrv
0x00248B60 sceDopen
0x00248C00 sceDclose
0x00248D68 sceDread
0x00248EC0 sceGetstat
0x00249060 sceChstat
0x002492A0 sceRename
0x002494B0 sceSync
0x00249648 sceMount
0x002498D8 sceLseek64
0x00249B10 sceDevctl
0x00249D40 sceSymlink
0x00249F20 sceReadlink
0x0024A0E8 sceSifInitIopHeap
0x0024A348 _lf_bind
0x0024A4D8 sceSifLoadFileReset
0x0024A510 _sceSifLoadModuleBuffer
0x0024A758 _sceSifLoadModule
0x0024A980 sceSifLoadModule
0x0024A9C0 _sceSifLoadElfPart
0x0024AB10 sceSifGetIopAddr
0x0024AC00 sceSifSetIopAddr
0x0024ACE0 sceSifResetIop
0x0024AE10 sceSifIsAliveIop
0x0024AE38 sceSifSyncIop
0x0024AE80 sceSifRebootIop
0x0024AF90 _DumpTLB
0x0024B1D0 kExpandScratchPad
0x0024B300 SetTLBHandler
0x0024B3F8 InitTLBFunctions
0x0024B478 iSetTLBEntry
0x0024B498 iGetTLBEntry
0x0024B4A8 ProbeTLBEntry
0x002653C0 _change_addr
0x0024B8D8 sceSifInitCmd
0x0024BB58 sceSifExitCmd
0x0024BB90 sceSifSetCmdBuffer
0x0024BC18 _sceSifSendCmd
0x0024BDD0 _sceSifCmdIntrHdlr
0x00265AE8 CB_DelayTh
0x0024BFD0 sceCdDelayThread
0x0024C038 sceCdCallback
0x0024C090 _sceCd_cd_callback
0x0024C130 _Cdvd_cbLoop
0x0024C1F0 sceCdInitEeCB
0x0024C2C8 _sceCd_cd_read_intr
0x0024C368 cmd_sem_init
0x0024C400 cdvd_exit
0x0024C480 sceCdPOffCallback
0x0024C4F0 _sceCd_Poff_Intr
0x0024C530 PowerOffCB
0x0024C6B8 sceCdSearchFile
0x0024C9B8 _sceCd_ncmd_prechk
0x0024CB28 sceCdNcmdDiskReady
0x0024CBC0 sceCdSync
0x0024CC60 sceCdSyncS
0x0024CE40 sceCdInit
0x0024D120 sceCdDiskReady
0x0024D318 sceCdMmode
0x0024D3E0 sceCdRead
0x0024D7B0 sceCdGetError
0x0024D848 sceCdStatus
0x0024D900 sceCdBreak
0x0024D9B8 sceCdStInit
0x0024D9E8 sceCdStStart
0x0024DA20 sceCdStSeekF
0x0024DA80 sceCdStStop
0x0024DAB8 sceCdStRead
0x0024DCE8 sceCdStStat
0x0024DD30 sceCdStream
0x0024DE98 _send_to_iop
0x0024DFC8 scePadInit
0x0024E108 scePadInit2
0x0024E1A8 scePadEnd
0x0024E228 scePadPortOpen
0x0024EB10 scePadSetMainMode
0x0024EBC8 scePadSetActDirect
0x0024EC80 scePadSetActAlign
0x0024EE10 scePadSetButtonInfo
0x0024EFD0 scePadSetVrefParam
0x0024F0A0 scePadGetPortMax
0x0024F108 scePadGetSlotMax
0x0024F240 sceMcInit
0x0024F3F8 _lmcGetClientPtr
0x0024F428 sceMcChangeThreadPriority
0x0024F4E0 sceMcGetSlotMax
0x0024F5A0 sceMcOpen
0x0024F6D8 sceMcMkdir
0x0024F710 sceMcClose
0x0024F7C8 sceMcSeek
0x0024F8A0 mceIntrReadFixAlign
0x0024F930 sceMcRead
0x0024FA50 sceMcWrite
0x0024FBD0 mcHearAlarm
0x0024FBF8 mcDelayThread
0x0024FC40 sceMcSync
0x0024FD78 sceMcGetInfo
0x0024FF00 sceMcGetDir
0x00250058 mceStorePwd
0x002500E0 sceMcChdir
0x00250230 sceMcFormat
0x002502F8 sceMcDelete
0x002504D8 sceMcSetFileInfo
0x002506B0 sceMcRename
0x00250A80 _id2type
0x00250C80 sceMpegDemuxPssRing
0x00250F70 sceMpegDemuxPss
0x00250F90 sceMpegAddStrCallback
0x00251088 _pack_header
0x002511D8 _system_header
0x00251248 _PES_packet
0x002517D0 sceMpegInit
0x00251870 sceMpegCreate
0x00251AF0 sceMpegGetPicture
0x00251B38 sceMpegGetPictureRAW8
0x00251B80 sceMpegGetPictureRAW8xy
0x00251C28 sceMpegReset
0x00251CF8 _dispatchMpegCallback
0x00251D48 _dispatchMpegCbNodata
0x00251E50 _alalcAlloc
0x00251ED0 _getpic
0x00252058 _decodeOrSkipFrame
0x00252180 _decodeOrSkip
0x002521C0 _decodeOrSkipField
0x00252330 _sceMpegFlush
0x002523B0 _lastFrame
0x00252438 _clearOnce
0x00252488 _clearEach
0x00252590 _Error
0x0026C220 _sendDataToIPU
0x002526E0 _sequenceHeader
0x00252838 _initSeq
0x00252B80 _initRefImages
0x00252C68 _setDefaultQM
0x00252D28 _sequenceExtension
0x00252E90 _sequenceDisplayExtension
0x00252F90 _motionComp0
0x002532C8 _getAllRefs
0x00253978 _getRef0
0x00253D98 _doMC
0x00254038 _rix_001
0x002540F0 _ri0_001
0x002541C0 _rix_010
0x00254270 _ri0_010
0x00254328 _rix_011
0x00254420 _ri0_011
0x00254678 _rix_101
0x00254760 _ri0_101
0x00254848 _rix_110
0x00254928 _ri0_110
0x002549F8 _rix_111
0x00254B20 _ri0_111
0x00254C38 _copyAddRefImage
0x00254C98 _copyRefImage
0x00254CF8 _ipuSetMPEG1
0x00254D20 _waitBdecOut
0x00254F28 _dualPrimeVector
0x002550B0 _mbAddressIncrement
0x002552E8 _sliceA0
0x00255410 _slice0
0x00255610 _skipMB0
0x002556E0 _decMB0
0x00255C90 _motionVectors
0x00255E10 _motionVector
0x00255F50 _sendIpuCommand
0x00255F80 _waitIpuIdle
0x00256028 _waitIpuIdle64
0x002560D8 _ipuVdec
0x00256290 _peepBit
0x002563C8 _flushBuf
0x002564E0 _nextBit
0x00256648 _nextStartCode
0x002566B0 _sliceB
0x00256720 _nextHeader
0x00256848 _pictureHeader
0x00256918 _extensionAndUserData
0x002569C8 _pictureCodingExtension
0x00256BF8 _extrainfo
0x00256C30 _updateTempTackData
0x00256D10 _groupOfPicturesHeader
0x00256DF8 _quantMatrixExtension
0x00256EA8 _pictureDisplayExtension
0x00256F98 _copyrightExtension
0x00257048 _decPicture
0x00257128 _outputFrame
0x002571E0 _updateRefImage
0x002575C0 _isOutSizeOK
0x00257660 _cpr8
0x00257850 _markOutput
0x00257888 _getPtsDtsFlags
0x00257A20 _dispRefImage
0x00257B38 _dispRefImageField
0x00257CF8 _doCSC
0x002581C0 _csc_storeRefImage
0x00258508 _sysbitGet
0x00258558 _sysbitMarker
0x00258628 setD3_CHCR
0x00258690 libipu_setD4_CHCR
0x002586F8 sceIpuStopDMA
0x002587E0 sceIpuRestartDMA
0x00258A00 sceIpuInit
0x00258CF0 _SgGetPacketCntext
0x00258D10 _SgCalledTickProc
0x002591F0 _SgSetPkAdd
0x00259288 _SgSeMain
0x002596A8 _SgBgmMain
0x00259B48 _SgSetRealtimeTickProc
0x0025A250 _SgSetRealtimeVolume
0x0025A430 _SgTableEnvAdd
0x0025A5D0 _SgSeqKeyOnSlot
0x0025A708 _SgSeKeyOnSlot
0x0025A940 _SgSeKeyOff
0x0025AA88 _SgSeqKeyOff
0x0025AB90 _SgIntoKeyOn
0x0025AC60 _SgSeqSeVolume
0x0025AE00 _SgPan
0x0025AE90 _SgEndSeq
0x0025AF60 _SgTempoChange
0x0025AFF0 _SgProgChange
0x0025B080 _SgContMod
0x0025B1E0 _SgContModLoop
0x0025B358 _SgContPolta
0x0025B4A8 _SgContVol
0x0025B660 _SgContPan
0x0025B880 _SgContDump
0x0025B998 _SgContSeLoop
0x0025BA58 _SgContParam
0x0025BDD8 _SgContLoopCount
0x0025BE60 _SgContLoop
0x0025BF98 _SgBendForm
0x0025C100 _SgSeqSeRrEnd
0x0025C2F8 _SgInit
0x0025C4E0 SgSndn2RemoteInit
0x0025C570 SgSndn2RemoteSync
0x0025C5C8 SgQuit
0x0025C638 SgCalledTickProc
0x0025C6D8 _SgDmaCommon
0x0025C768 SgGetDmaTransferStatus
0x0025C7F8 SgVabOpen
0x0025C868 SgVabOpenFakeBody
0x0025C960 SgVabClose
0x0025CAC0 SgBgmOpen
0x0025CC28 SgBgmClose
0x0025CD28 SgSetOutputMode
0x0025CD78 SgGetSlotStatus
0x0025CE90 SgSetBgmVol
0x0025CF38 SgSetSeMasterVol
0x0025CFC0 SgBgmPlay
0x0025D068 SgBgmStop
0x0025D2D8 SgSetBgmTempo
0x0025D380 SgGetBgmTempo
0x0025D3B0 SgGetBgmStatus
0x0025D438 SgGetBgmChStatus
0x0025D4E8 SgSetBgmPanpot
0x0025D5C8 SgSePlay
0x0025D7F0 SgSeStop
0x0025D920 SgSeStopAll
0x0025D9C8 SgSetSeVolDirect
0x0025DA68 SgSetSePitchDirect
0x0025DAD8 SgGetSpuSlotMalloc
0x0025DCB0 SgSetSpuSlotFree
0x0025DCF0 SgStAdpcmInit
0x0025DD20 SgStAdpcmOpen
0x0025DDB0 SgStAdpcmClose
0x0025DE78 SgStAdpcmChannelPitch
0x0025DEF0 SgStAdpcmPlay
0x0025DFB0 SgStAdpcmIopReadAddr
0x0025E050 SgStPcmOpen
0x0025E118 SgStPcmPlay
0x0025E198 SgStPcmLseek
0x0025E238 SgStPcmIopReadAddr
0x0025E280 SgStPcmBufMode
0x0025E2E8 sinf
0x0025E3D8 acosf
0x0025E5D8 atan2f
0x0025E700 fmodf
0x0025E840 __ieee754_acosf
0x0025EC70 __ieee754_asinf
0x0025F010 __ieee754_atan2f
0x0025F548 __ieee754_rem_pio2f
0x0025FA60 __kernel_cosf
0x00260610 matherr
0x00260638 atanf
0x00260900 floorf
0x002609E8 isnanf
0x00260A10 scalbnf
0x00260BA0 __do_global_dtors
0x00260BF8 __do_global_ctors
0x002613B8 __fixunsdfdi
0x002614A8 __floatdidf
0x002621D8 __umoddi3
0x00262B28 dpadd
0x00262B80 dpsub
0x00262BE8 dpmul
0x00262E90 dpdiv
0x00263110 dpcmp
0x00263160 litodp
0x00263218 dptoli
0x002632B0 dptoul
0x00263350 __negdf2
0x00263388 __make_dp
0x002633B8 dptofp
0x002637E8 fpadd
0x00263840 fpsub
0x002638A8 fpmul
0x00263AA0 fpdiv
0x00263D18 fpcmp
0x00263D68 sitofp
0x00263E20 fptosi
0x00263EB0 fptoui
0x00263F48 __negsf2
0x00263F80 __make_fp
0x00263FB0 fptodp
0x00263FF0 __assert
0x00264028 atoi
0x00264060 fiprintf
0x00264298 _printf_r
0x002642D8 printf
0x00264328 qsort
0x00264D90 _sprintf_r
0x00264E70 sscanf
0x00264EF8 strcat
0x002657F0 strtok
0x002658B8 _strtol_r
0x00265B28 __isprint
0x00265B70 __isbprintf
0x00265C28 vfiprintf
0x00265CA0 _vfiprintf_r
0x002669E8 _vfprintf_r
0x00267F00 cvt
0x002680B0 exponent
0x00268190 __svfscanf
0x00268DF8 __swsetup
0x00268F08 abort
0x00268F48 quorem
0x00269160 _dtoa_r
0x0026A330 fflush
0x0026A438 std
0x0026A490 __sfmoreglue
0x0026A500 __sfp
0x0026A600 __sinit
0x0026A690 fread
0x0026A7B0 _free_r
0x0026AAD0 _malloc_trim_r
0x0026AC40 __sfvwrite
0x0026B018 _fwalk
0x0026B0B0 _setlocale_r
0x0026B178 localeconv
0x0026B1A0 __smakebuf
0x0026B2F0 malloc_extend_top
